Servant,Rarity,Class,S2,S3,S4,S5,S6,S7,S8,S9,S10,A2,A3,A4,A5,A6,A7,A8,A9,A10
安东尼奥·萨列里,3,Avenger,"{'愚者之锁': 8, 'QP': 50000}","{'万死的毒针': 8, 'QP': 100000}","{'魔术髓液': 10, 'QP': 300000}","{'凤凰羽毛': 10, 'QP': 400000}","{'宵泣之铁桩': 10, 'QP': 1000000}","{'振荡火药': 12, 'QP': 1250000}","{'永远结冰': 12, 'QP': 2500000}","{'智慧之圣甲虫像': 12, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'凶骨': 8, 'QP': 50000}","{'虚影之尘': 8, 'QP': 100000}","{'禁断书页': 10, 'QP': 300000}","{'血之泪石': 10, 'QP': 400000}","{'极光之钢': 10, 'QP': 1000000}","{'晓光炉心': 12, 'QP': 1250000}","{'真理之卵': 12, 'QP': 2500000}","{'赦免的小钟': 12, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
伊凡雷帝,5,Rider,"{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '陨蹄铁': 5, 'QP': 1600000}","{'骑之秘石': 5, '陨蹄铁': 10, 'QP': 4000000}","{'骑之秘石': 12, '凶骨': 15, 'QP': 5000000}","{'凶骨': 29, '万死的毒针': 15, 'QP': 10000000}","{'万死的毒针': 44, '永远结冰': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '起源的胎毛': 3, 'QP': 1600000}","{'骑之秘石': 5, '起源的胎毛': 6, 'QP': 4000000}","{'骑之秘石': 12, '咒兽胆石': 2, 'QP': 5000000}","{'咒兽胆石': 4, '宵泣之铁桩': 18, 'QP': 10000000}","{'宵泣之铁桩': 54, '悠久果实': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
阿喀琉斯,5,Rider,"{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '无间齿轮': 5, 'QP': 1600000}","{'骑之秘石': 5, '无间齿轮': 10, 'QP': 4000000}","{'骑之秘石': 12, '英雄之证': 15, 'QP': 5000000}","{'英雄之证': 29, '陨蹄铁': 6, 'QP': 10000000}","{'陨蹄铁': 18, '蛮神心脏': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '战马的幼角': 3, 'QP': 1600000}","{'骑之秘石': 5, '战马的幼角': 6, 'QP': 4000000}","{'骑之秘石': 12, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 8, '极光之钢': 6, 'QP': 10000000}","{'极光之钢': 18, '神脉灵子': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
喀戎,4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '禁断书页': 4, 'QP': 800000}","{'弓之秘石': 4, '禁断书页': 8, 'QP': 2000000}","{'弓之秘石': 10, '陨蹄铁': 4, 'QP': 2500000}","{'陨蹄铁': 8, '蛇之宝玉': 4, 'QP': 5000000}","{'蛇之宝玉': 12, '万死的毒针': 48, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '精灵根': 2, 'QP': 800000}","{'弓之秘石': 4, '精灵根': 4, 'QP': 2000000}","{'弓之秘石': 10, '智慧之圣甲虫像': 2, 'QP': 2500000}","{'智慧之圣甲虫像': 4, '魔术髓液': 15, 'QP': 5000000}","{'魔术髓液': 45, '煌星碎片': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
齐格,4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'术之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'术之秘石': 10, '大骑士勋章': 8, 'QP': 2500000}","{'大骑士勋章': 16, '蛮神心脏': 2, 'QP': 5000000}","{'蛮神心脏': 6, '龙之逆鳞': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '禁断书页': 4, 'QP': 800000}","{'术之秘石': 4, '禁断书页': 8, 'QP': 2000000}","{'术之秘石': 10, '人工生命体幼体': 4, 'QP': 2500000}","{'人工生命体幼体': 8, '魔术髓液': 15, 'QP': 5000000}","{'魔术髓液': 45, '悠久果实': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
冲田总司〔Alter〕,5,Alterego,"{'剑之辉石': 5, '杀之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, '杀之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, '杀之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '杀之魔石': 12, 'QP': 1600000}","{'剑之秘石': 5, '杀之秘石': 5, 'QP': 4000000}","{'剑之秘石': 12, '杀之秘石': 12, 'QP': 5000000}","{'八连双晶': 8, '永远结冰': 8, 'QP': 10000000}","{'咒兽胆石': 9, '奇奇神酒': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'剑之辉石': 5, '杀之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, '杀之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, '杀之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '杀之魔石': 12, 'QP': 1600000}","{'剑之秘石': 5, '杀之秘石': 5, 'QP': 4000000}","{'剑之秘石': 12, '杀之秘石': 12, 'QP': 5000000}","{'虹之线球': 8, '晓光炉心': 5, 'QP': 10000000}","{'九十九镜': 9, '鬼炎鬼灯': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
冈田以藏,3,Assassin,"{'杀之辉石': 4, 'QP': 50000}","{'杀之辉石': 8, 'QP': 100000}","{'杀之魔石': 4, 'QP': 300000}","{'杀之魔石': 8, '枯淡勾玉': 4, 'QP': 400000}","{'杀之秘石': 4, '枯淡勾玉': 7, 'QP': 1000000}","{'杀之秘石': 8, '凶骨': 10, 'QP': 1250000}","{'凶骨': 20, '宵泣之铁桩': 12, 'QP': 2500000}","{'宵泣之铁桩': 36, '血之泪石': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'杀之辉石': 4, 'QP': 50000}","{'杀之辉石': 8, 'QP': 100000}","{'杀之魔石': 4, 'QP': 300000}","{'杀之魔石': 8, '愚者之锁': 10, 'QP': 400000}","{'杀之秘石': 4, '愚者之锁': 20, 'QP': 1000000}","{'杀之秘石': 8, '振荡火药': 10, 'QP': 1250000}","{'振荡火药': 20, '奇奇神酒': 2, 'QP': 2500000}","{'奇奇神酒': 5, '闲古铃': 16, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
坂本龙马,4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '鬼魂提灯': 4, 'QP': 800000}","{'骑之秘石': 4, '鬼魂提灯': 8, 'QP': 2000000}","{'骑之秘石': 10, '振荡火药': 12, 'QP': 2500000}","{'振荡火药': 24, '枯淡勾玉': 5, 'QP': 5000000}","{'枯淡勾玉': 15, '智慧之圣甲虫像': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '无间齿轮': 4, 'QP': 800000}","{'骑之秘石': 4, '无间齿轮': 8, 'QP': 2000000}","{'骑之秘石': 10, '陨蹄铁': 4, 'QP': 2500000}","{'陨蹄铁': 8, '龙之逆鳞': 2, 'QP': 5000000}","{'龙之逆鳞': 6, '真理之卵': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
拿破仑,5,Archer,"{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '振荡火药': 15, 'QP': 1600000}","{'弓之秘石': 5, '振荡火药': 29, 'QP': 4000000}","{'弓之秘石': 12, '英雄之证': 15, 'QP': 5000000}","{'英雄之证': 29, '愚者之锁': 18, 'QP': 10000000}","{'愚者之锁': 54, '永远结冰': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '战马的幼角': 3, 'QP': 1600000}","{'弓之秘石': 5, '战马的幼角': 6, 'QP': 4000000}","{'弓之秘石': 12, '智慧之圣甲虫像': 2, 'QP': 5000000}","{'智慧之圣甲虫像': 4, '晓光炉心': 4, 'QP': 10000000}","{'晓光炉心': 11, '煌星碎片': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
齐格鲁德,5,Saber,"{'剑之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '陨蹄铁': 5, 'QP': 1600000}","{'剑之秘石': 5, '陨蹄铁': 10, 'QP': 4000000}","{'剑之秘石': 12, '龙之牙': 12, 'QP': 5000000}","{'龙之牙': 24, '龙之逆鳞': 3, 'QP': 10000000}","{'龙之逆鳞': 8, '巨人的戒指': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'剑之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '英雄之证': 15, 'QP': 1600000}","{'剑之秘石': 5, '英雄之证': 29, 'QP': 4000000}","{'剑之秘石': 12, '封魔之灯': 3, 'QP': 5000000}","{'封魔之灯': 6, '极光之钢': 6, 'QP': 10000000}","{'极光之钢': 18, '鬼炎鬼灯': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
瓦尔基里,4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '英雄之证': 12, 'QP': 800000}","{'枪之秘石': 4, '英雄之证': 24, 'QP': 2000000}","{'枪之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '鬼魂提灯': 5, 'QP': 5000000}","{'鬼魂提灯': 15, '极光之钢': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '精灵根': 2, 'QP': 800000}","{'枪之秘石': 4, '精灵根': 4, 'QP': 2000000}","{'枪之秘石': 10, '大骑士勋章': 8, 'QP': 2500000}","{'大骑士勋章': 16, '神脉灵子': 5, 'QP': 5000000}","{'神脉灵子': 15, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
斯卡哈·斯卡蒂,5,Caster,"{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '永远结冰': 5, 'QP': 1600000}","{'术之秘石': 5, '永远结冰': 10, 'QP': 4000000}","{'术之秘石': 12, '起源的胎毛': 3, 'QP': 5000000}","{'起源的胎毛': 6, '极光之钢': 6, 'QP': 10000000}","{'极光之钢': 18, '虚影之尘': 48, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '万死的毒针': 12, 'QP': 1600000}","{'术之秘石': 5, '万死的毒针': 24, 'QP': 4000000}","{'术之秘石': 12, '蛮神心脏': 2, 'QP': 5000000}","{'蛮神心脏': 4, '巨人的戒指': 6, 'QP': 10000000}","{'巨人的戒指': 18, '真理之卵': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
贞德(Archer),5,Archer,"{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '追忆的贝壳': 5, 'QP': 1600000}","{'弓之秘石': 5, '追忆的贝壳': 10, 'QP': 4000000}","{'弓之秘石': 12, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 10, '凤凰羽毛': 5, 'QP': 10000000}","{'凤凰羽毛': 15, '奇奇神酒': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '八连双晶': 5, 'QP': 1600000}","{'弓之秘石': 5, '八连双晶': 10, 'QP': 4000000}","{'弓之秘石': 12, '智慧之圣甲虫像': 2, 'QP': 5000000}","{'智慧之圣甲虫像': 4, '极光之钢': 6, 'QP': 10000000}","{'极光之钢': 18, '神脉灵子': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
茨木童子(Lancer),4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '封魔之灯': 3, 'QP': 800000}","{'枪之秘石': 4, '封魔之灯': 5, 'QP': 2000000}","{'枪之秘石': 10, '凶骨': 12, 'QP': 2500000}","{'凶骨': 24, '振荡火药': 15, 'QP': 5000000}","{'振荡火药': 45, '追忆的贝壳': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '人工生命体幼体': 4, 'QP': 800000}","{'枪之秘石': 4, '人工生命体幼体': 8, 'QP': 2000000}","{'枪之秘石': 10, '黑兽脂': 3, 'QP': 2500000}","{'黑兽脂': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '鬼炎鬼灯': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
牛若丸(Assassin),4,Assassin,"{'杀之辉石': 4, 'QP': 100000}","{'杀之辉石': 10, 'QP': 200000}","{'杀之魔石': 4, 'QP': 600000}","{'杀之魔石': 10, '枯淡勾玉': 4, 'QP': 800000}","{'杀之秘石': 4, '枯淡勾玉': 8, 'QP': 2000000}","{'杀之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '追忆的贝壳': 5, 'QP': 5000000}","{'追忆的贝壳': 15, '巨人的戒指': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'杀之辉石': 4, 'QP': 100000}","{'杀之辉石': 10, 'QP': 200000}","{'杀之魔石': 4, 'QP': 600000}","{'杀之魔石': 10, '战马的幼角': 3, 'QP': 800000}","{'杀之秘石': 4, '战马的幼角': 5, 'QP': 2000000}","{'杀之秘石': 10, '咒兽胆石': 2, 'QP': 2500000}","{'咒兽胆石': 4, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '闲古铃': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
贞德〔Alter〕(Berserker),4,Berserker,"{'狂之辉石': 4, 'QP': 100000}","{'狂之辉石': 10, 'QP': 200000}","{'狂之魔石': 4, 'QP': 600000}","{'狂之魔石': 10, '禁断书页': 4, 'QP': 800000}","{'狂之秘石': 4, '禁断书页': 8, 'QP': 2000000}","{'狂之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '枯淡勾玉': 5, 'QP': 5000000}","{'枯淡勾玉': 15, '咒兽胆石': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'狂之辉石': 4, 'QP': 100000}","{'狂之辉石': 10, 'QP': 200000}","{'狂之魔石': 4, 'QP': 600000}","{'狂之魔石': 10, '混沌之爪': 3, 'QP': 800000}","{'狂之秘石': 4, '混沌之爪': 5, 'QP': 2000000}","{'狂之秘石': 10, '黑兽脂': 3, 'QP': 2500000}","{'黑兽脂': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '晓光炉心': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
BB(SSR),5,MoonCancer,"{'剑之辉石': 5, '狂之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, '狂之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, '狂之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '狂之魔石': 12, 'QP': 1600000}","{'剑之秘石': 5, '狂之秘石': 5, 'QP': 4000000}","{'剑之秘石': 12, '狂之秘石': 12, 'QP': 5000000}","{'黑兽脂': 5, '混沌之爪': 5, 'QP': 10000000}","{'奇奇神酒': 9, '蛮神心脏': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'剑之辉石': 5, '狂之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, '狂之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, '狂之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '狂之魔石': 12, 'QP': 1600000}","{'剑之秘石': 5, '狂之秘石': 5, 'QP': 4000000}","{'剑之秘石': 12, '狂之秘石': 12, 'QP': 5000000}","{'巨人的戒指': 8, '晓光炉心': 5, 'QP': 10000000}","{'鬼炎鬼灯': 9, '煌星碎片': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
女王梅芙(Saber),4,Saber,"{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '起源的胎毛': 3, 'QP': 800000}","{'剑之秘石': 4, '起源的胎毛': 5, 'QP': 2000000}","{'剑之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '极光之钢': 5, 'QP': 5000000}","{'极光之钢': 15, '永远结冰': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '凤凰羽毛': 4, 'QP': 800000}","{'剑之秘石': 4, '凤凰羽毛': 7, 'QP': 2000000}","{'剑之秘石': 10, '精灵根': 2, 'QP': 2500000}","{'精灵根': 4, '宵泣之铁桩': 15, 'QP': 5000000}","{'宵泣之铁桩': 45, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
谜之女主角XX,4,Foreigner,"{'英雄之证': 8, 'QP': 100000}","{'龙之牙': 8, 'QP': 200000}","{'无间齿轮': 10, 'QP': 600000}","{'大骑士勋章': 10, 'QP': 800000}","{'极光之钢': 10, 'QP': 2000000}","{'巨人的戒指': 12, 'QP': 2500000}","{'起源的胎毛': 12, 'QP': 5000000}","{'龙之逆鳞': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'八连双晶': 8, 'QP': 100000}","{'愚者之锁': 8, 'QP': 200000}","{'混沌之爪': 10, 'QP': 600000}","{'黑兽脂': 10, 'QP': 800000}","{'魔术髓液': 10, 'QP': 2000000}","{'振荡火药': 12, 'QP': 2500000}","{'晓光炉心': 12, 'QP': 5000000}","{'煌星碎片': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
迪尔姆德·奥迪那(Saber),4,Saber,"{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '大骑士勋章': 8, 'QP': 800000}","{'剑之秘石': 4, '大骑士勋章': 16, 'QP': 2000000}","{'剑之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '万死的毒针': 12, 'QP': 5000000}","{'万死的毒针': 36, '宵泣之铁桩': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '咒兽胆石': 2, 'QP': 800000}","{'剑之秘石': 4, '咒兽胆石': 4, 'QP': 2000000}","{'剑之秘石': 10, '血之泪石': 3, 'QP': 2500000}","{'血之泪石': 5, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 12, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
志度内,5,Alterego,"{'术之辉石': 5, '狂之辉石': 5, 'QP': 200000}","{'术之辉石': 12, '狂之辉石': 12, 'QP': 400000}","{'术之魔石': 5, '狂之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '狂之魔石': 12, 'QP': 1600000}","{'术之秘石': 5, '狂之秘石': 5, 'QP': 4000000}","{'术之秘石': 12, '狂之秘石': 12, 'QP': 5000000}","{'封魔之灯': 5, '起源的胎毛': 5, 'QP': 10000000}","{'龙之逆鳞': 9, '蛮神心脏': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'术之辉石': 5, '狂之辉石': 5, 'QP': 200000}","{'术之辉石': 12, '狂之辉石': 12, 'QP': 400000}","{'术之魔石': 5, '狂之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '狂之魔石': 12, 'QP': 1600000}","{'术之秘石': 5, '狂之秘石': 5, 'QP': 4000000}","{'术之秘石': 12, '狂之秘石': 12, 'QP': 5000000}","{'永远结冰': 8, '极光之钢': 8, 'QP': 10000000}","{'咒兽胆石': 9, '九十九镜': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
酒吞童子(Caster),4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '凶骨': 12, 'QP': 800000}","{'术之秘石': 4, '凶骨': 24, 'QP': 2000000}","{'术之秘石': 10, '万死的毒针': 10, 'QP': 2500000}","{'万死的毒针': 20, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 12, '极光之钢': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '混沌之爪': 3, 'QP': 800000}","{'术之秘石': 4, '混沌之爪': 5, 'QP': 2000000}","{'术之秘石': 10, '蛇之宝玉': 4, 'QP': 2500000}","{'蛇之宝玉': 7, '奇奇神酒': 2, 'QP': 5000000}","{'奇奇神酒': 6, '鬼炎鬼灯': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
项羽,5,Berserker,"{'狂之辉石': 5, 'QP': 200000}","{'狂之辉石': 12, 'QP': 400000}","{'狂之魔石': 5, 'QP': 1200000}","{'狂之魔石': 12, '振荡火药': 15, 'QP': 1600000}","{'狂之秘石': 5, '振荡火药': 29, 'QP': 4000000}","{'狂之秘石': 12, '无间齿轮': 5, 'QP': 5000000}","{'无间齿轮': 10, '巨人的戒指': 6, 'QP': 10000000}","{'巨人的戒指': 18, '晓光炉心': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'狂之辉石': 5, 'QP': 200000}","{'狂之辉石': 12, 'QP': 400000}","{'狂之魔石': 5, 'QP': 1200000}","{'狂之魔石': 12, '英雄之证': 15, 'QP': 1600000}","{'狂之秘石': 5, '英雄之证': 29, 'QP': 4000000}","{'狂之秘石': 12, '黑兽脂': 3, 'QP': 5000000}","{'黑兽脂': 6, '光银之冠': 6, 'QP': 10000000}","{'光银之冠': 18, '神脉灵子': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
兰陵王,4,Saber,"{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '凤凰羽毛': 4, 'QP': 800000}","{'剑之秘石': 4, '凤凰羽毛': 7, 'QP': 2000000}","{'剑之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '万死的毒针': 12, 'QP': 5000000}","{'万死的毒针': 36, '智慧之圣甲虫像': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'剑之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'剑之秘石': 10, '龙之逆鳞': 2, 'QP': 2500000}","{'龙之逆鳞': 4, '闲古铃': 5, 'QP': 5000000}","{'闲古铃': 15, '光银之冠': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
秦良玉,4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '蛇之宝玉': 4, 'QP': 800000}","{'枪之秘石': 4, '蛇之宝玉': 7, 'QP': 2000000}","{'枪之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '极光之钢': 5, 'QP': 5000000}","{'极光之钢': 15, '闲古铃': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '凤凰羽毛': 4, 'QP': 800000}","{'枪之秘石': 4, '凤凰羽毛': 7, 'QP': 2000000}","{'枪之秘石': 10, '精灵根': 2, 'QP': 2500000}","{'精灵根': 4, '枯淡勾玉': 5, 'QP': 5000000}","{'枯淡勾玉': 15, '虹之线球': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
